service_type,position_location,occupation_series,occupation_name,grade_code,low_grade,high_grade,usajobs_control_number,position_title,hiring_agency,position_open_date,position_close_date,occupation_full,grade_level
Excepted,"Kayenta, Arizona",0602,Medical Officer,GS-15,15,15,842643600,Supervisory Physician (General Practice) - ESEP/MP,Department of Health and Human Services,2025-08-06 00:00:00.000,2025-09-26T23:59:59.9970,0602 - Medical Officer,GS-15
Competitive,"Pine Ridge, South Dakota",0602,Medical Officer,GS-15,15,15,842657900,Physician (Emergency Medicine),Department of Health and Human Services,2025-08-06 00:00:00.000,2025-12-31T23:59:59.9970,0602 - Medical Officer,GS-15
Competitive,"Pine Ridge, South Dakota",0602,Medical Officer,GS-15,15,15,842658500,Physician (Emergency Medicine),Department of Health and Human Services,2025-08-06 00:00:00.000,2025-12-31T23:59:59.9970,0602 - Medical Officer,GS-15
Excepted,"Saint Louis County, Missouri",0602,Medical Officer,VM-15,15,15,842661700,Physician/Ambulatory Care Section Chief,Department of Veterans Affairs,2025-08-07 00:00:00.000,2025-09-26T23:59:59.9970,0602 - Medical Officer,VM-15
Competitive,"Pine Ridge, South Dakota",0602,Medical Officer,GS-15,15,15,842690400,Physician (OB/GYN),Department of Health and Human Services,2025-08-06 00:00:00.000,2025-09-26T23:59:59.9970,0602 - Medical Officer,GS-15
Excepted,"West Roxbury, Massachusetts",0602,Medical Officer,VM-15,15,15,842690900,Physician - Non-Invasive Cardiologist,Department of Veterans Affairs,2025-08-06 00:00:00.000,2025-09-26T23:59:59.9970,0602 - Medical Officer,VM-15
Competitive,"Pine Ridge, South Dakota",0602,Medical Officer,GS-15,15,15,842691100,Physician (OB/GYN),Department of Health and Human Services,2025-08-06 00:00:00.000,2025-09-26T23:59:59.9970,0602 - Medical Officer,GS-15
Excepted,"Asheville, North Carolina",0602,Medical Officer,VM-15,15,15,842692400,Physician (Emergency Medicine),Department of Veterans Affairs,2025-08-06 00:00:00.000,2025-09-26T23:59:59.9970,0602 - Medical Officer,VM-15
Excepted,"Tampa, Florida",0602,Medical Officer,VM-00,00,00,842713400,Physician (Spinal Cord Injury),Department of Veterans Affairs,2025-08-06 00:00:00.000,2025-09-26T23:59:59.9970,0602 - Medical Officer,VM-00
Excepted,"Bay Pines, Florida",0602,Medical Officer,VM-00,00,00,842739400,Physician (Radiology- Diagnostic) Assistant Chief,Department of Veterans Affairs,2025-08-07 00:00:00.000,2025-09-12T23:59:59.9970,0602 - Medical Officer,VM-00
Excepted,"Augusta, Georgia",0602,Medical Officer,VM-15,15,15,842758900,Physician- Specialty Care Chief,Department of Veterans Affairs,2025-08-07 00:00:00.000,2025-09-30T23:59:59.9970,0602 - Medical Officer,VM-15
Excepted,"San Antonio, Texas",0602,Medical Officer,VM-15,15,15,842771000,Staff Physician (Primary Care - Float) - Recruitment/Relocation Incentive/EDRP Authorized,Department of Veterans Affairs,2025-08-07 10:38:23.030,2026-01-23T23:59:59.9970,0602 - Medical Officer,VM-15
Excepted,"Indianapolis, Indiana",0602,Medical Officer,VM-00,00,00,842772300,Fee Basis Physician (MD/DO) - General Anesthesiologist,Department of Veterans Affairs,2025-08-07 00:00:00.000,2025-09-17T23:59:59.9970,0602 - Medical Officer,VM-00
Excepted,"Fayetteville, Arkansas",0602,Medical Officer,VM-15,15,15,842777100,Physician- Non-Interventional Pain Management,Department of Veterans Affairs,2025-08-07 00:00:00.000,2025-09-26T23:59:59.9970,0602 - Medical Officer,VM-15
Competitive,"Fort Sam Houston, Texas",0602,Medical Officer,GP-14,14,14,842786400,Physician (Anesthesiology),Department of Defense,2025-08-08 00:00:00.000,2025-09-26T23:59:59.9970,0602 - Medical Officer,GP-14
Competitive,"Naval Medical Center, Portsmouth, Virginia",0602,Medical Officer,GP-14,14,14,842793100,Physician (Psychiatry),Department of Defense,2025-08-07 00:00:00.000,2025-09-25T23:59:59.9970,0602 - Medical Officer,GP-14
Excepted,"Asheville, North Carolina",0602,Medical Officer,VM-15,15,15,842794800,Physician (Neurologist),Department of Veterans Affairs,2025-08-07 00:00:00.000,2025-09-26T23:59:59.9970,0602 - Medical Officer,VM-15
Excepted,"Hampton, Virginia",0602,Medical Officer,VM-15,15,15,842797600,Physician - Designated Education Officer,Department of Veterans Affairs,2025-08-07 00:00:00.000,2025-09-26T23:59:59.9970,0602 - Medical Officer,VM-15
Competitive,"Minneapolis, Minnesota",0602,Medical Officer,VM-15,15,15,842799800,Physician - Chief of Anesthesia,Department of Veterans Affairs,2025-08-07 00:00:00.000,2025-09-26T23:59:59.9970,0602 - Medical Officer,VM-15
Excepted,"Casper, Wyoming",0602,Medical Officer,AD-00,00,00,842802100,Physician (Primary Care) Intermittent Schedule.,Department of Veterans Affairs,2025-08-07 00:00:00.000,2025-09-26T23:59:59.9970,0602 - Medical Officer,AD-00
Excepted,"Viera, Florida",0602,Medical Officer,VM-00,00,00,842807200,Physician (Gastroenterology),Department of Veterans Affairs,2025-08-07 00:00:00.000,2025-12-31T23:59:59.9970,0602 - Medical Officer,VM-00
Excepted,"Fort Worth, Texas",0602,Medical Officer,VM-15,15,15,842879900,"Physician (Psychiatrist)  Medical Director, MH - EDRP, Recruitment/Relocation May be Available",Department of Veterans Affairs,2025-08-08 08:19:56.777,2025-11-07T23:59:59.9970,0602 - Medical Officer,VM-15
Excepted,"Aurora, Colorado",0602,Medical Officer,VM-15,15,15,842889100,Anesthesiologist (Cardiac),Department of Veterans Affairs,2025-08-08 00:00:00.000,2025-09-30T23:59:59.9970,0602 - Medical Officer,VM-15
Excepted,"Beaumont, Texas",0602,Medical Officer,VM-15,15,15,842891500,Physician-Primary Care,Department of Veterans Affairs,2025-08-08 00:00:00.000,2025-09-26T23:59:59.9970,0602 - Medical Officer,VM-15
Excepted,"Battle Creek, Michigan",0602,Medical Officer,VM-15,15,15,842895600,Physician (Staff/General Radiologist),Department of Veterans Affairs,2025-08-08 00:00:00.000,2025-09-30T23:59:59.9970,0602 - Medical Officer,VM-15
Excepted,"Erie, Pennsylvania",0602,Medical Officer,VM-15,15,15,842923700,Physician - Chief of Pathology and Laboratory Medicine,Department of Veterans Affairs,2025-08-08 00:00:00.000,2025-09-26T23:59:59.9970,0602 - Medical Officer,VM-15
Excepted,"Georgetown, Delaware",0602,Medical Officer,VM-15,15,15,842948300,Physician - Outpatient Psychiatrist,Department of Veterans Affairs,2025-08-08 00:00:00.000,2025-09-12T23:59:59.9970,0602 - Medical Officer,VM-15
Excepted,"Austin, Texas",0602,Medical Officer,VM-15,15,15,842970700,"Physician, Psychiatrist with EDRP",Department of Veterans Affairs,2025-08-08 16:25:10.037,2025-12-30T23:59:59.9970,0602 - Medical Officer,VM-15
Competitive,"White Sands Missile Range, New Mexico",0602,Medical Officer,GP-14/15,14,15,842970800,Physician (Internal Medicine)/Supervisory Physician (Internal Medicine),Department of Defense,2025-08-08 00:00:00.000,2025-09-26T23:59:59.9970,0602 - Medical Officer,GP-14/15
Excepted,"Minneapolis, Minnesota",0602,Medical Officer,VM-15,15,15,842977400,Physician - Vascular Surgeon,Department of Veterans Affairs,2025-08-08 00:00:00.000,2025-09-26T23:59:59.9970,0602 - Medical Officer,VM-15
Excepted,"Little Rock, Arkansas",0602,Medical Officer,VM-15,15,15,842980900,Physician (Non-Invasive Cardiologist),Department of Veterans Affairs,2025-08-08 00:00:00.000,2025-09-26T23:59:59.9970,0602 - Medical Officer,VM-15
Competitive,"Fort Sill, Oklahoma",0602,Medical Officer,GP-14,14,14,843026500,Physician (Family Practice),Department of Defense,2025-08-12 00:00:00.000,2026-01-30T23:59:59.9970,0602 - Medical Officer,GP-14
Excepted,"Hampton, Virginia",0602,Medical Officer,VM-15,15,15,843041900,Section Chief of Ophthalmology,Department of Veterans Affairs,2025-08-11 00:00:00.000,2025-09-26T23:59:59.9970,0602 - Medical Officer,VM-15
Competitive,"Fort Riley, Kansas",0602,Medical Officer,GP-14,14,14,843080600,Physician (Family Practice),Department of Defense,2025-08-13 00:00:00.000,2025-09-26T23:59:59.9970,0602 - Medical Officer,GP-14
Excepted,"Ocala, Florida",0602,Medical Officer,VM-00,00,00,843082300,Physician (Primary Care)- Section Chief,Department of Veterans Affairs,2025-08-11 00:00:00.000,2025-09-24T23:59:59.9970,0602 - Medical Officer,VM-00
Excepted,"Owensboro, Kentucky",0602,Medical Officer,VM-15,15,15,843090800,Physician - Primary Care,Department of Veterans Affairs,2025-08-12 00:00:00.000,2025-09-26T23:59:59.9970,0602 - Medical Officer,VM-15
Competitive,"Pine Ridge, South Dakota",0602,Medical Officer,GS-15,15,15,843092300,Supervisory Physician (Emergency Medicine),Department of Health and Human Services,2025-08-11 00:00:00.000,2025-12-31T23:59:59.9970,0602 - Medical Officer,GS-15
Excepted,"Sioux Falls, South Dakota",0602,Medical Officer,VM-15,15,15,843092400,Physician - Associate Chief of Staff Primary Care,Department of Veterans Affairs,2025-08-11 17:04:18.227,2025-09-11T23:59:59.9970,0602 - Medical Officer,VM-15
Competitive,"Pine Ridge, South Dakota",0602,Medical Officer,GS-15,15,15,843092600,Supervisory Physician (Emergency Medicine),Department of Health and Human Services,2025-08-11 00:00:00.000,2025-12-31T23:59:59.9970,0602 - Medical Officer,GS-15
Competitive,"Camp Foster, Japan",0602,Medical Officer,GP-14,14,14,843099500,Physician (Pediatrician),Department of Defense,2025-08-11 19:58:00.883,2026-02-12T23:59:59.9970,0602 - Medical Officer,GP-14
Excepted,"Clarksburg, West Virginia",0602,Medical Officer,VM-15,15,15,843110500,Physician (FT) Associated Chief of Staff Geriatrics and Extended Care,Department of Veterans Affairs,2025-08-13 00:00:00.000,2026-08-10T23:59:59.9970,0602 - Medical Officer,VM-15
Competitive,"Kittery, Maine",0602,Medical Officer,GP-14,14,14,843117600,Physician (Family Practice),Department of Defense,2025-08-13 00:00:00.000,2025-09-26T23:59:59.9970,0602 - Medical Officer,GP-14
Excepted,"Minneapolis, Minnesota",0602,Medical Officer,VM-15,15,15,843122500,Physician - Anesthesiologist,Department of Veterans Affairs,2025-08-11 00:00:00.000,2025-09-26T23:59:59.9970,0602 - Medical Officer,VM-15
Excepted,"Bay Pines, Florida",0602,Medical Officer,VM-00,00,00,843124200,Physician (Primary Care)-Pain Management,Department of Veterans Affairs,2025-08-12 09:23:20.310,2025-12-31T23:59:59.9970,0602 - Medical Officer,VM-00
Excepted,"Sioux Falls, South Dakota",0602,Medical Officer,VM-15,15,15,843128300,Physician - Primary Aligned Care Team,Department of Veterans Affairs,2025-08-12 09:45:32.170,2025-09-12T23:59:59.9970,0602 - Medical Officer,VM-15
Excepted,"Baltimore, Maryland",0602,Medical Officer,VM-15,15,15,843130100,Physician (Regular Ft) Anesthesiologist,Department of Veterans Affairs,2025-08-13 00:00:00.000,2025-09-25T23:59:59.9970,0602 - Medical Officer,VM-15
Excepted,"Baltimore, Maryland",0602,Medical Officer,VM-15,15,15,843130200,Physician (Regular Ft),Department of Veterans Affairs,2025-08-13 00:00:00.000,2025-09-25T23:59:59.9970,0602 - Medical Officer,VM-15
Excepted,"Zebulon, Georgia",0602,Medical Officer,VM-15,15,15,843160400,Physician (HBPC) Geriatric,Department of Veterans Affairs,2025-08-12 00:00:00.000,2025-09-26T23:59:59.9970,0602 - Medical Officer,VM-15
Excepted,"Pittsburgh, Pennsylvania",0602,Medical Officer,VM-00,00,00,843161500,Physician - Cardiologist (Electrophysiologist),Department of Veterans Affairs,2025-08-12 00:00:00.000,2025-09-26T23:59:59.9970,0602 - Medical Officer,VM-00
Excepted,"Redding, California",0602,Medical Officer,VM-15,15,15,843171800,Physician - Psychiatry,Department of Veterans Affairs,2025-08-12 00:00:00.000,2025-09-12T23:59:59.9970,0602 - Medical Officer,VM-15
Excepted,"Lexington, Kentucky",0602,Medical Officer,VM-15,15,15,843175900,Physician (Hematology/Oncology),Department of Veterans Affairs,2025-08-12 00:00:00.000,2025-09-25T23:59:59.9970,0602 - Medical Officer,VM-15
Excepted,"Buffalo, New York",0602,Medical Officer,VM-15,15,15,843176900,Hospitalist (Nocturnist),Department of Veterans Affairs,2025-08-12 14:03:55.393,2025-10-13T23:59:59.9970,0602 - Medical Officer,VM-15
Excepted,"Anywhere in the U.S. (remote job), United States",0602,Medical Officer,VM-00,00,00,843185700,Physician (Radiology-Diagnostic),Department of Veterans Affairs,2025-08-12 00:00:00.000,2025-09-26T23:59:59.9970,0602 - Medical Officer,VM-00
Excepted,"Palo Alto, California",0602,Medical Officer,VM-15,15,15,843197600,Physician - Psychiatrist,Department of Veterans Affairs,2025-08-12 15:36:55.640,2025-09-12T23:59:59.9970,0602 - Medical Officer,VM-15
Excepted,"Marion, Illinois",0602,Medical Officer,VM-15,15,15,843210500,Physician - Hematology/Oncology (Sign On Bonus Eligible),Department of Veterans Affairs,2025-08-13 00:00:00.000,2025-09-26T23:59:59.9970,0602 - Medical Officer,VM-15
Excepted,"Sterling, Illinois",0602,Medical Officer,VM-15,15,15,843213400,Physician (Primary Care),Department of Veterans Affairs,2025-08-13 00:00:00.000,2025-09-26T23:59:59.9970,0602 - Medical Officer,VM-15
Competitive,"Fort Carson, Colorado",0602,Medical Officer,GP-14,14,14,843224100,Physician (Neurology),Department of Defense,2025-08-14 00:00:00.000,2025-09-12T23:59:59.9970,0602 - Medical Officer,GP-14
Excepted,"Augusta, Georgia",0602,Medical Officer,VM-15,15,15,843234200,Physician (Critical Care),Department of Veterans Affairs,2025-08-13 08:44:46.023,2025-09-30T23:59:59.9970,0602 - Medical Officer,VM-15
Competitive,"Davis Monthan AFB, Arizona",0602,Medical Officer,GP-14,14,14,843246500,Physician (Family Practice),Department of Defense,2025-08-15 00:00:00.000,2025-09-12T23:59:59.9970,0602 - Medical Officer,GP-14
Competitive,"Fort Hood, Texas",0602,Medical Officer,GP-15,15,15,843257900,Supervisory Physician (Medical Evaluation Board),Department of Defense,2025-08-14 00:00:00.000,2025-09-26T23:59:59.9970,0602 - Medical Officer,GP-15
Excepted,"Saint Louis, Missouri",0602,Medical Officer,VM-15,15,15,843258400,Physician (Regular Ft) - Pathologist (32),Department of Veterans Affairs,2025-08-13 00:00:00.000,2025-09-25T23:59:59.9970,0602 - Medical Officer,VM-15
Excepted,"Gainesville, Florida",0602,Medical Officer,VM-00,00,00,843258900,Physician (Orthopedic Surgery),Department of Veterans Affairs,2025-08-13 10:54:17.287,2025-12-31T23:59:59.9970,0602 - Medical Officer,VM-00
Competitive,"Fort Bragg, North Carolina",0602,Medical Officer,GP-14,14,14,843281500,Supervisory Physician (Family Practice),Department of Defense,2025-08-13 12:42:19.013,2025-09-12T23:59:59.9970,0602 - Medical Officer,GP-14
Excepted,"Sebring, Florida",0602,Medical Officer,VM-00,00,00,843283200,Physician (Primary Care),Department of Veterans Affairs,2025-08-13 00:00:00.000,2025-09-26T23:59:59.9970,0602 - Medical Officer,VM-00
Excepted,"Orlando, Florida",0602,Medical Officer,VM-00,00,00,843311300,Physician (Health Informatics)-Section Chief,Department of Veterans Affairs,2025-08-13 00:00:00.000,2025-12-31T23:59:59.9970,0602 - Medical Officer,VM-00
Excepted,"Madison, Wisconsin",0602,Medical Officer,AD-15,15,15,843317500,Physician-Anesthesiology,Department of Veterans Affairs,2025-08-14 00:00:00.000,2025-09-12T23:59:59.9970,0602 - Medical Officer,AD-15
Excepted,"Rochester, New York",0602,Medical Officer,VM-15,15,15,843324200,Physician (Primary Care),Department of Veterans Affairs,2025-08-13 00:00:00.000,2025-09-30T23:59:59.9970,0602 - Medical Officer,VM-15
Excepted,"Corpus Christi, Texas",0602,Medical Officer,VM-15,15,15,843339400,Psychiatrist (Behavioral Health Interdisciplinary Program) w/Recruitment/Relocation Incentive-EDRP,Department of Veterans Affairs,2025-08-13 17:15:38.167,2025-11-28T23:59:59.9970,0602 - Medical Officer,VM-15
Competitive,"Camp Pendleton, California",0602,Medical Officer,GP-14,14,14,843363700,Physician (Pediatrics),Department of Defense,2025-08-14 00:00:00.000,2025-09-23T23:59:59.9970,0602 - Medical Officer,GP-14
Excepted,"Pensacola, Florida",0602,Medical Officer,VM-15,15,15,843368300,Physician - Diagnostic Radiologist,Department of Veterans Affairs,2025-08-14 00:00:00.000,2025-09-26T23:59:59.9970,0602 - Medical Officer,VM-15
Excepted,"Nashville, Tennessee",0602,Medical Officer,VM-15,15,15,843392300,Physician (Regular Ft),Department of Veterans Affairs,2025-08-14 00:00:00.000,2025-09-25T23:59:59.9970,0602 - Medical Officer,VM-15
Excepted,"Madison, Wisconsin",0602,Medical Officer,VM-15,15,15,843394200,Physician-Anesthesiology,Department of Veterans Affairs,2025-08-15 00:00:00.000,2025-09-12T23:59:59.9970,0602 - Medical Officer,VM-15
Excepted,"Erie, Pennsylvania",0602,Medical Officer,VM-15,15,15,843394300,Physician - Urgent Care Clinic,Department of Veterans Affairs,2025-08-14 00:00:00.000,2025-09-26T23:59:59.9970,0602 - Medical Officer,VM-15
Excepted,"Orlando, Florida",0602,Medical Officer,VM-00,00,00,843395400,Physician (Primary Care)-PACT PAIN,Department of Veterans Affairs,2025-08-14 11:46:14.773,2025-12-31T23:59:59.9970,0602 - Medical Officer,VM-00
Excepted,"Hampton, Virginia",0602,Medical Officer,VM-15,15,15,843399900,Supervisory Psychiatrist- Substance Use Program,Department of Veterans Affairs,2025-08-14 00:00:00.000,2025-09-26T23:59:59.9970,0602 - Medical Officer,VM-15
Excepted,"Guntersville, Alabama",0602,Medical Officer,VM-15,15,15,843404700,Physician (Primary Care Patient Aligned Care Team),Department of Veterans Affairs,2025-08-14 12:36:23.090,2025-09-30T23:59:59.9970,0602 - Medical Officer,VM-15
Excepted,"Jefferson Barracks, Missouri",0602,Medical Officer,VM-15,15,15,843406400,Physician/Geriatrics-Primary Care,Department of Veterans Affairs,2025-08-14 00:00:00.000,2025-09-26T23:59:59.9970,0602 - Medical Officer,VM-15
Competitive,"Fort Bragg, North Carolina",0602,Medical Officer,GP-14,14,14,843410600,Physician (Family Practice),Department of Defense,2025-08-14 13:08:35.127,2025-09-12T23:59:59.9970,0602 - Medical Officer,GP-14
Excepted,"Las Vegas, Nevada",0602,Medical Officer,VM-15,15,15,843419800,Osteopathic Medicine Therapy/Manual Medicine Physician,Department of Veterans Affairs,2025-08-12 00:00:00.000,2025-09-12T23:59:59.9970,0602 - Medical Officer,VM-15
Excepted,"Miami, Florida",0602,Medical Officer,AD-00,00,00,843421600,Physician (Emergency Medicine),Department of Veterans Affairs,2025-08-14 14:03:36.913,2025-12-31T23:59:59.9970,0602 - Medical Officer,AD-00
Excepted,"Orlando, Florida",0602,Medical Officer,VM-00,00,00,843432900,Physician (Psychiatry) In-Patient Section Chief,Department of Veterans Affairs,2025-08-14 00:00:00.000,2025-09-26T23:59:59.9970,0602 - Medical Officer,VM-00
Excepted,"Indianapolis, Indiana",0602,Medical Officer,VM-15,15,15,843440200,Physician (Interventional Radiology) Intermittent,Department of Veterans Affairs,2025-08-15 00:00:00.000,2025-09-26T23:59:59.9970,0602 - Medical Officer,VM-15
Competitive,"Pine Ridge, South Dakota",0602,Medical Officer,GS-14/15,14,15,843458400,Physician (Psychiatry),Department of Health and Human Services,2025-08-14 00:00:00.000,2025-09-26T23:59:59.9970,0602 - Medical Officer,GS-14/15
