questionnaire_url,usajobs_control_number,position_title,announcement_number,hiring_agency,occupation_series,occupation_name,position_open_date,position_close_date,position_location,grade_code,position_schedule,extracted_from_file,extracted_date
https://apply.usastaffing.gov/ViewQuestionnaire/12749911,839802800,HAZARDOUS WASTE DISPOSAL LEADER,ST-12749911-25-KMH,Department of the Navy,6913,Hazardous Waste Disposing,2025-07-01 00:00:00.000,2025-07-08T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.053107
https://apply.usastaffing.gov/ViewQuestionnaire/12757169,839802900,Advanced Medical Support Assistant,CBSV-12757169-25-PE,Department of Veterans Affairs,0679,Medical Support Assistance,2025-06-30 00:00:00.000,2025-07-11T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.053353
https://apply.usastaffing.gov/ViewQuestionnaire/12757192,839803200,Air Conditioning Equipment Mechanic,CBSY-12757192-25-SW,Department of Veterans Affairs,5306,Air Conditioning Equipment Mechanic,2025-07-01 00:00:00.000,2025-07-07T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.053588
https://apply.usastaffing.gov/ViewQuestionnaire/12754217,839803300,Corrections Officer,ST-25-12754217-CAWV-SM,Department of the Interior,0007,Correctional Officer,2025-06-30 00:00:00.000,2025-07-15T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.053905
https://apply.usastaffing.gov/ViewQuestionnaire/12757177,839803700,Practical Nurse,HSJW258733547177HW,Department of Defense,0620,Practical Nurse,2025-07-02 00:00:00.000,2025-07-08T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.054485
https://apply.usastaffing.gov/ViewQuestionnaire/12757146,839803900,FABRIC WORKER SUPERVISOR I,ST-12757146-25-JLK,Department of the Navy,3105,Fabric Working,2025-07-01 00:00:00.000,2025-07-11T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.054752
https://apply.usastaffing.gov/ViewQuestionnaire/12756335,839804100,Recreation Aid (Facility Aid) NF-01,O2NAFDL-25-12756335,Department of the Army,0189,Recreation Aid And Assistant,2025-06-30 16:33:05.390,2025-07-14T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.054932
https://apply.usastaffing.gov/ViewQuestionnaire/12755900,839804200,Supervisory Veterinary Medical Officer / Public Health Veterinarian,FSIS-MCE-2025-12755900-KE,Department of Agriculture,0701,Veterinary Medical Science,2025-07-01 00:00:00.000,2025-09-30T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.055341
https://apply.usastaffing.gov/ViewQuestionnaire/12755736,839804700,Inventory Management Specialist,CBSV-12755736-25-SL,Department of Veterans Affairs,2010,Inventory Management,2025-07-01 00:00:00.000,2025-07-10T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.055919
https://apply.usastaffing.gov/ViewQuestionnaire/12756947,839805000,Inventory Management Specialist,CBSY-12756947-25-LCS,Department of Veterans Affairs,2010,Inventory Management,2025-07-01 00:00:00.000,2025-07-08T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.056244
https://apply.usastaffing.gov/ViewQuestionnaire/12756675,839805100,SUPERVISORY LOGISTICS MANAGEMENT SPECIALIST,NV-12756675-AF-25-038,Department of the Air Force,0346,Logistics Management,2025-06-30 16:50:12.810,2026-06-29T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.056523
https://apply.usastaffing.gov/ViewQuestionnaire/12753598,839805400,CONTRACT SPECIALIST,ST-12753598-25-ILR,Department of the Navy,1102,Contracting,2025-07-01 00:00:00.000,2025-07-08T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.056783
https://apply.usastaffing.gov/ViewQuestionnaire/12755718,839805500,PEER SPECIALIST,CBSX-12755718-25-JLL,Department of Veterans Affairs,0102,Social Science Aid and Technician,2025-07-01 00:00:00.000,2025-07-14T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.057149
https://apply.usastaffing.gov/ViewQuestionnaire/12757182,839805600,Contract Specialist,25-12757182,Department of the Navy,1102,Contracting,2025-06-30 17:25:12.857,2025-07-06T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.057338
https://apply.usastaffing.gov/ViewQuestionnaire/12751055,839806100,Safety and Occupational Health Manager (Operational Medical Support Program),FAMP-25-12751055-HM,Department of the Interior,0018,Safety and Occupational Health Management,2025-06-30 17:03:16.467,2025-07-14T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.057657
https://apply.usastaffing.gov/ViewQuestionnaire/12746312,839806500,Security Specialist,ARS-S25PA-12746312-MDS,Department of Agriculture,0080,Security Administration,2025-06-30 17:07:46.260,2025-07-14T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.057927
https://apply.usastaffing.gov/ViewQuestionnaire/12756402,839806700,Registered Nurse - Patient Aligned Care Team,CBSY-12756402-25-AG,Department of Veterans Affairs,0610,Nurse,2025-06-30 17:08:28.980,2025-07-09T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.058267
https://apply.usastaffing.gov/ViewQuestionnaire/12757220,839806800,TELECOMMUNICATIONS SPECIALIST,ST-12757220-25-AMC,Department of the Navy,0391,Telecommunications,2025-07-01 00:00:00.000,2025-07-10T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.058556
https://apply.usastaffing.gov/ViewQuestionnaire/12746433,839807200,Security Specialist,ARS-M25PA-12746433-MDS,Department of Agriculture,0080,Security Administration,2025-06-30 17:16:19.103,2025-07-14T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.058861
https://apply.usastaffing.gov/ViewQuestionnaire/12756720,839807500,Licensed Practical Nurse-Patient Aligned Care Teams,CBSU-12756720-25-TS,Department of Veterans Affairs,0620,Practical Nurse,2025-06-30 17:37:31.910,2025-09-30T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.059150
https://apply.usastaffing.gov/ViewQuestionnaire/12757065,839807900,Consumer Safety Inspector,FSIS-25-MCE-12757065-TJR,Department of Agriculture,1862,Consumer Safety Inspection,2025-07-01 00:00:00.000,2025-07-15T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.059540
https://apply.usastaffing.gov/ViewQuestionnaire/12751733,839808000,Security Specialist,ARS-M25PA-12751733-MDS,Department of Agriculture,0080,Security Administration,2025-06-30 17:33:51.137,2025-07-14T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.059853
https://apply.usastaffing.gov/ViewQuestionnaire/12747043,839808300,Security Specialist,ARS-S25PA-12747043-MDS,Department of Agriculture,0080,Security Administration,2025-06-30 17:37:40.660,2025-07-14T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.060115
https://apply.usastaffing.gov/ViewQuestionnaire/12756721,839808400,Licensed Practical Nurse-Patient Aligned Care Teams,CBSU-12756721-25-TS,Department of Veterans Affairs,0620,Practical Nurse,2025-06-30 17:40:22.190,2025-09-30T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.060402
https://apply.usastaffing.gov/ViewQuestionnaire/12757253,839808600,CYP Child and Youth Program Assistant (Multi- Level),25-12757253,Department of the Navy,1702,Education And Training Technician,2025-06-30 17:40:37.400,2025-07-20T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.060866
https://apply.usastaffing.gov/ViewQuestionnaire/12756475,839808800,Materials Handler,CARZ-12756475-25-JAF,Department of Veterans Affairs,6907,Materials Handler,2025-07-01 00:00:00.000,2025-07-08T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.061270
https://apply.usastaffing.gov/ViewQuestionnaire/12757231,839809100,Clinical Pharmacist,CBSV-12757231-25-AH,Department of Veterans Affairs,0660,Pharmacist,2025-06-30 17:46:27.177,2025-07-07T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.061576
https://apply.usastaffing.gov/ViewQuestionnaire/12751507,839809300,Maintenance Worker,CADE-25-12751507-JP,Department of the Interior,4749,Maintenance Mechanic,2025-06-30 17:52:11.930,2025-07-14T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.061829
https://apply.usastaffing.gov/ViewQuestionnaire/12757257,839809400,CYP Child and Youth Program Assistant (Multi- Level),25-12757257,Department of the Navy,1702,Education And Training Technician,2025-06-30 00:00:00.000,2025-07-20T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.062090
https://apply.usastaffing.gov/ViewQuestionnaire/12756742,839810000,Personal Financial Readiness Specialist,25-12756742,Department of the Navy,0301,Miscellaneous Administration And Program,2025-07-01 00:00:00.000,2025-07-07T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.062443
https://apply.usastaffing.gov/ViewQuestionnaire/12757266,839810300,CYP Child and Youth Program Assistant (Multi- Level),25-12757266,Department of the Navy,1702,Education And Training Technician,2025-06-30 18:51:34.150,2025-07-05T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.062734
https://apply.usastaffing.gov/ViewQuestionnaire/12757270,839810700,CYP Child and Youth Program Assistant (Multi- Level),25-12757270,Department of the Navy,1702,Education And Training Technician,2025-06-30 00:00:00.000,2025-07-20T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.063303
https://apply.usastaffing.gov/ViewQuestionnaire/12755788,839810800,Social Worker (Mental Health Treatment Coordinator),CBSV-12755788-25-JC,Department of Veterans Affairs,0185,Social Work,2025-06-30 18:47:33.580,2025-07-14T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.063615
https://apply.usastaffing.gov/ViewQuestionnaire/12755789,839810900,Social Worker (Mental Health Treatment Coordinator),CBSV-12755789-25-JC,Department of Veterans Affairs,0185,Social Work,2025-06-30 18:47:04.467,2025-07-14T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.063922
https://apply.usastaffing.gov/ViewQuestionnaire/12755790,839811000,Licensed Professional Mental Health Counselor (Mental Health Treatment Coordinator),CBSV-12755790-25-JC,Department of Veterans Affairs,0183,Licensed Professional Mental Health Counselor,2025-06-30 18:56:52.070,2025-07-14T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.064302
https://apply.usastaffing.gov/ViewQuestionnaire/12755791,839811100,Licensed Professional Mental Health Counselor (Mental Health Treatment Coordinator),CBSV-12755791-25-JC,Department of Veterans Affairs,0183,Licensed Professional Mental Health Counselor,2025-06-30 18:49:23.653,2025-07-14T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.064648
https://apply.usastaffing.gov/ViewQuestionnaire/12754665,839811800,Supervisory Dietitian (Clinical Nutrition),CBSY-12754665-25-AA,Department of Veterans Affairs,0630,Dietitian And Nutritionist,2025-06-30 19:04:03.077,2025-07-10T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.065103
https://apply.usastaffing.gov/ViewQuestionnaire/12754667,839811900,Supervisory Dietitian (Clinical Nutrition),CBSY-12754667-25-AA,Department of Veterans Affairs,0630,Dietitian And Nutritionist,2025-06-30 19:04:18.300,2025-07-10T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.065379
https://apply.usastaffing.gov/ViewQuestionnaire/12757256,839812600,Administrative Support Assistant NF-03,O2NAFEU-25-12757256,Department of the Army,0303,Miscellaneous Clerk And Assistant,2025-07-01 00:00:00.000,2025-07-10T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.065687
https://apply.usastaffing.gov/ViewQuestionnaire/12757156,839812700,CYS Facility Director NF-04,C2SCNAFCY-25-12757156,Department of the Army,1701,General Education And Training,2025-07-01 00:00:00.000,2025-07-15T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.065902
https://apply.usastaffing.gov/ViewQuestionnaire/12754085,839812900,Pharmacy Technician (Inpatient/Outpatient),CBTB-12754085-25-AI,Department of Veterans Affairs,0661,Pharmacy Technician,2025-07-01 00:00:00.000,2025-07-08T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.066115
https://apply.usastaffing.gov/ViewQuestionnaire/12756055,839813000,Airplane Pilot,NPSFAM-25-12756055-DE,Department of the Interior,2181,Aircraft Operation,2025-06-30 00:00:00.000,2025-07-05T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.066385
https://apply.usastaffing.gov/ViewQuestionnaire/12757282,839813100,PHYSICAL SCIENCE TECHNICIAN (INSTRUCTOR),ST-12757282-25-PB,Department of the Navy,1311,Physical Science Technician,2025-06-30 00:00:00.000,2025-07-09T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.066647
https://apply.usastaffing.gov/ViewQuestionnaire/12757284,839813200,BARTENDER,25-9YFSBC907219,Department of the Air Force,7405,Bartending,2025-06-30 00:00:00.000,2025-07-14T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.066831
https://apply.usastaffing.gov/ViewQuestionnaire/12755477,839813300,Physical Therapist,HSJW258542495477HW,Department of Defense,0633,Physical Therapist,2025-07-01 00:00:00.000,2025-07-11T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.067018
https://apply.usastaffing.gov/ViewQuestionnaire/12755413,839813700,Supervisory Park Ranger (Protection),PW-1549-CMBO-25-12755413,Department of the Interior,0025,Park Ranger,2025-07-01 18:19:09.440,2025-07-14T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.067367
https://apply.usastaffing.gov/ViewQuestionnaire/12756744,839814000,Recreation Assistant NF-02,O4NAFJJ-25-12756744,Department of the Army,0189,Recreation Aid And Assistant,2025-06-30 00:00:00.000,2025-07-07T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.067540
https://apply.usastaffing.gov/ViewQuestionnaire/12756753,839814200,Senior Guest Services Representative,25-9GFSV905595,Department of the Air Force,0303,Miscellaneous Clerk And Assistant,2025-07-01 00:00:00.000,2025-07-06T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.067746
https://apply.usastaffing.gov/ViewQuestionnaire/12750667,839814500,NURSE (CLINICAL/PERIOPERATIVE),HSJH258113110667HW,Department of Defense,0610,Nurse,2025-06-30 00:00:00.000,2025-07-07T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.067974
https://apply.usastaffing.gov/ViewQuestionnaire/12757045,839814800,FOOD SERVICE WORKER,DE-12757045-25-NB,Department of the Navy,7408,Food Service Working,2025-07-01 05:43:42.017,2025-07-07T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.068201
https://jobs.monstergovt.com/dot/ros/rosDashboard.hms?O=2&J=92208,839815000,Ship Disposal Program Manager (Open to both U.S. Citizens and Federal Employees),MARAD.HQ-2025-0044,Department of Transportation,0301,Miscellaneous Administration And Program,2025-07-02 00:00:00.000,2025-07-15T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.068458
https://jobs.monstergovt.com/dot/ros/rosDashboard.hms?O=2&J=92208&S=1,839815000,Ship Disposal Program Manager (Open to both U.S. Citizens and Federal Employees),MARAD.HQ-2025-0044,Department of Transportation,0301,Miscellaneous Administration And Program,2025-07-02 00:00:00.000,2025-07-15T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.068469
https://apply.usastaffing.gov/ViewQuestionnaire/12756941,839815100,Food Service Worker,CBTA-12756941-25-KLM,Department of Veterans Affairs,7408,Food Service Working,2025-07-01 06:39:02.287,2025-07-14T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.068660
https://apply.usastaffing.gov/ViewQuestionnaire/12756726,839815300,Staff Psychologist - Behavioral Health Interdisciplinary Program / Chronic Care Model,CBSU-12756726-25-OYM,Department of Veterans Affairs,0180,Psychology,2025-07-01 06:52:50.083,2025-07-09T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.068966
https://apply.usastaffing.gov/ViewQuestionnaire/12756727,839815500,Staff Psychologist - Behavioral Health Interdisciplinary Program / Chronic Care Model,CBSU-12756727-25-OYM,Department of Veterans Affairs,0180,Psychology,2025-07-01 06:59:12.533,2025-07-09T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.069278
https://apply.usastaffing.gov/ViewQuestionnaire/12754798,839815600,Pharmacy Technician (Inpatient/Outpatient),CBTG-12754798-25-SS,Department of Veterans Affairs,0661,Pharmacy Technician,2025-07-01 00:00:00.000,2025-07-11T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.069527
https://apply.usastaffing.gov/ViewQuestionnaire/12748704,839815700,Supervisory Physician (Psychiatry),HSJA248545708704HW,Department of Defense,0602,Medical Officer,2025-07-01 07:14:35.657,2025-07-07T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.069726
https://apply.usastaffing.gov/ViewQuestionnaire/12755992,839815900,Purchasing Agent,CBTG-12755992-25-SBT,Department of Veterans Affairs,1105,Purchasing,2025-07-01 07:07:09.803,2025-07-09T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.070218
https://apply.usastaffing.gov/ViewQuestionnaire/12754323,839816000,Cartographer,USBP-IMP-12754323-LRW,Department of Homeland Security,1370,Cartography,2025-07-02 00:00:00.000,2025-07-16T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.070520
https://apply.usastaffing.gov/ViewQuestionnaire/12756728,839816100,Licensed Professional Mental Health Counselor - BHIP/CCM,CBSU-12756728-25-OYM,Department of Veterans Affairs,0183,Licensed Professional Mental Health Counselor,2025-07-01 07:08:08.703,2025-07-09T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.070801
https://apply.usastaffing.gov/ViewQuestionnaire/12756775,839816200,Registered Nurse - Surgical Clinics,CBTE-12756775-25-JS,Department of Veterans Affairs,0610,Nurse,2025-07-01 07:08:15.490,2025-07-10T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.071057
https://apply.usastaffing.gov/ViewQuestionnaire/12757116,839816300,Surgical Technician - Recruitment Incentive Authorized,CAZM-12757116-25-KEH,Department of Veterans Affairs,0640,Health Aid And Technician,2025-07-03 00:00:00.000,2026-07-02T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.071277
https://apply.usastaffing.gov/ViewQuestionnaire/12756807,839816400,Program Nurse Manager - Home Based Primary Care,CBTE-12756807-25-JS,Department of Veterans Affairs,0610,Nurse,2025-07-01 07:12:04.230,2025-07-10T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.071551
https://apply.usastaffing.gov/ViewQuestionnaire/12756729,839816500,Licensed Professional Mental Health Counselor - BHIP/CCM,CBSU-12756729-25-OYM,Department of Veterans Affairs,0183,Licensed Professional Mental Health Counselor,2025-07-01 07:13:58.063,2025-07-09T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.071845
https://apply.usastaffing.gov/ViewQuestionnaire/12757149,839816600,Practical Nurse,CBSR-12757149-25-ADH,Department of Veterans Affairs,0620,Practical Nurse,2025-07-01 07:15:07.330,2025-07-09T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:39.072127
